DOI,Title,Conference,PaperType,Year,Authors,InternalReferences,Keywords
10.1109/TVCG.2018.2865146,A Heuristic Approach to Value-Driven Evaluation of Visualizations,InfoVis,Journal paper,2018,Emily Wall;Meeshu Agnihotri;Laura E. Matzen;Kristin Divis;Michael J. Haass;Alex Endert;John T. Stasko,10.1109/INFVIS.2001.963289;10.1109/VISUAL.2003.1250401,visualization evaluation;heuristics;value of visualization
10.1109/TVCG.2018.2865159,Dynamic Composite Data Physicalization Using Wheeled Micro-Robots,InfoVis,Journal paper,2018,Mathieu Le Goc;Charles Perin;Sean Follmer;Jean-Daniel Fekete;Pierre Dragicevic,10.1109/TVCG.2014.2346984;10.1109/TVCG.2014.2346424;10.1109/TVCG.2008.153;10.1109/TVCG.2007.70539;10.1109/TVCG.2014.2346292;10.1109/TVCG.2013.227;10.1109/TVCG.2013.134;10.1109/TVCG.2014.2346250;10.1109/TVCG.2017.2743859;10.1109/TVCG.2016.2598920;10.1109/TVCG.2012.199;10.1109/TVCG.2014.2346279;10.1109/TVCG.2007.70541;10.1109/TVCG.2016.2598498,information visualization;data physicalization;tangible user interface
10.1109/TVCG.2018.2865237,Information Olfactation: Harnessing Scent to Convey Data,InfoVis,Journal paper,2018,Biswaksen Patnaik;Andrea Batch;Niklas Elmqvist,10.1109/TVCG.2016.2599107,olfaction;smell;scent;olfactory display;immersive analytics;immersion
10.1109/TVCG.2018.2864505,Probabilistic Asymptotic Decider for Topological Ambiguity Resolution in Level-Set Extraction for Uncertain 2D Data,SciVis,Journal paper,2018,Tushar M. Athawale;Christopher R. Johnson 0001,10.1109/TVCG.2013.208;10.1109/TVCG.2015.2467958;10.1109/VISUAL.2002.1183769;10.1109/TVCG.2017.2744099;10.1109/TVCG.2011.203;10.1109/TVCG.2007.70518;10.1109/VISUAL.1991.175782;10.1109/TVCG.2013.143,isocontour visualization;topological uncertainty;marching squares;asymptotic decider;bilinear interpolation;probabilistic computation
10.1109/TVCG.2018.2864508,Gaia Sky: Navigating the Gaia Catalog,SciVis,Journal paper,2018,Antoni Sagristà;Stefan Jordan;Thomas Müller 0005;Filip Sadlo,10.1109/TVCG.2006.176,astronomy visualization;3d universe software;star catalog rendering;gaia mission
10.1109/TVCG.2018.2864510,Dynamic Volume Lines: Visual Comparison of 3D Volumes through Space-filling Curves,SciVis,Journal paper,2018,Johannes Weissenböck;Bernhard Fröhler;M. Eduard Gröller;Johann Kastner;Christoph Heinzl,10.1109/TVCG.2014.2346448;10.1109/VAST.2015.7347634;10.1109/TVCG.2009.155;10.1109/TVCG.2014.2346455;10.1109/VISUAL.2005.1532847;10.1109/TVCG.2013.213;10.1109/VAST.2014.7042491;10.1109/TVCG.2014.2346321;10.1109/VAST.2016.7883516;10.1109/TVCG.2013.143,ensemble data;comparative visualization;visual analysis;hilbert curve;nonlinear scaling;x-ray computed tomography
10.1109/TVCG.2018.2864690,Interactive obstruction-free lensing for volumetric data visualization,SciVis,Journal paper,2018,Michael Traoré;Christophe Hurter;Alexandru Telea,10.1109/TVCG.2006.140;10.1109/TVCG.2006.144;10.1109/TVCG.2007.70565;10.1109/TVCG.2010.127;10.1109/TVCG.2009.138;10.1109/VISUAL.2004.32;10.1109/TVCG.2011.223;10.1109/TVCG.2010.193;10.1109/TVCG.2006.124;10.1109/VISUAL.2003.1250400;10.1109/VISUAL.1999.809865;10.1109/TVCG.2012.265;10.1109/TVCG.2016.2599049;10.1109/VISUAL.2005.1532818,interaction techniques;focus & context;volume visualization;volume rendering;ray casting
10.1109/TVCG.2018.2864813,Recirculation Surfaces for Flow Visualization,SciVis,Journal paper,2018,Thomas Wilde;Christian Rössl;Holger Theisel,10.1109/VISUAL.2004.107;10.1109/TVCG.2009.177;10.1109/VISUAL.2004.59;10.1109/VISUAL.2002.1183786;10.1109/TVCG.2008.163,flow visualization;recirculation;unsteady flow
10.1109/TVCG.2018.2864815,An Interactive Framework for Visualization of Weather Forecast Ensembles,SciVis,Journal paper,2018,Bo Ma 0002;Alireza Entezari,10.1109/TVCG.2013.208;10.1109/TVCG.2015.2467958;10.1109/TVCG.2016.2598869;10.1109/TVCG.2014.2346448;10.1109/TVCG.2015.2467204;10.1109/TVCG.2016.2598868;10.1109/TVCG.2015.2468093;10.1109/TVCG.2017.2745178;10.1109/TVCG.2015.2467754;10.1109/TVCG.2010.181;10.1109/TVCG.2014.2346332;10.1109/TVCG.2016.2598830;10.1109/TVCG.2013.143,spaghetti plots;ensemble visualization;uncertainty visualization;high-density clustering;ensemble forecasting
10.1109/TVCG.2018.2864846,Tensor Field Visualization using Fiber Surfaces of Invariant Space,SciVis,Journal paper,2018,Felix Raith;Christian Blecha;Thomas Nagel;Francesco Parisio;Olaf Kolditz;Fabian Günther;Markus Stommel;Gerik Scheuermann,10.1109/VISUAL.1994.346326,visualization;tensor field;invariants;fiber surface;interaction
10.1109/TVCG.2018.2864852,Visualization of Neuronal Structures in Wide-Field Microscopy Brain Images,SciVis,Journal paper,2018,Saeed Boorboor;Shreeraj Jadhav;Mala Ananth;David Talmage;Lorna Role;Arie E. Kaufman,10.1109/TVCG.2014.2346312;10.1109/TVCG.2013.142;10.1109/TVCG.2012.203;10.1109/TVCG.2017.2744079;10.1109/TVCG.2009.118;10.1109/TVCG.2016.2598472,wide-field microscopy;volume visualization;neuron visualization;neuroscience
10.1109/TVCG.2018.2864498,Deadeye: A Novel Preattentive Visualization Technique Based on Dichoptic Presentation,SciVis,Journal paper,2018,Andrey Krekhov;Jens H. Krüger,10.1109/TVCG.2011.234;10.1109/VISUAL.2005.1532838;10.1109/TVCG.2014.2346352,popout;preattentive vision;comparative visualization;dichoptic presentation
10.1109/TVCG.2018.2864887,InkPlanner: Supporting Prewriting via Intelligent Visual Diagramming,VAST,Journal paper,2018,Zhicong Lu;Mingming Fan 0001;Yun Wang;Jian Zhao 0010;Michelle Annett;Daniel J. Wigdor,10.1109/TVCG.2013.191,writing;prewriting;diagram;content and structure recommendation;pen and touch interfaces
10.1109/TVCG.2018.2865024,KnowledgePearls: Provenance-Based Visualization Retrieval,VAST,Journal paper,2018,Holger Stitz;Samuel Gratzl;Harald Piringer;Thomas Zichner;Marc Streit,10.1109/VISUAL.2005.1532788;10.1109/TVCG.2011.229;10.1109/TVCG.2013.155;10.1109/TVCG.2009.176;10.1109/VAST.2008.4677365;10.1109/INFVIS.2004.2;10.1109/TVCG.2012.271;10.1109/TVCG.2016.2598589;10.1109/TVCG.2017.2744320;10.1109/TVCG.2015.2467551;10.1109/TVCG.2016.2599030;10.1109/TVCG.2015.2467091;10.1109/TVCG.2006.142;10.1109/TVCG.2017.2745219;10.1109/INFVIS.2000.885086;10.1109/INFVIS.2005.1532142,visual provenance;interaction provenance;retrieval
10.1109/TVCG.2018.2865025,An Information-Theoretic Approach to the Cost-benefit Analysis of Visualization in Virtual Environments,VAST,Journal paper,2018,Min Chen 0001;Kelly P. Gaither;Nigel W. John;Brian McCann,10.1109/TVCG.2010.131;10.1109/TVCG.2008.142;10.1109/TVCG.2011.231;10.1109/TVCG.2014.2346325;10.1109/TVCG.2013.127;10.1109/TVCG.2016.2598829;10.1109/INFVIS.2004.59;10.1109/VISUAL.2005.1532781;10.1109/TVCG.2010.131;10.1109/TVCG.2006.184,theory of visualization;virtual environment;four levels of visualization;virtual reality;augmented reality;mixed reality;cost-benefit analysis;information theory;cognitive sciences;visualization application;immersive analytics
10.1109/TVCG.2018.2865043,RegressionExplorer: Interactive Exploration of Logistic Regression Models with Subgroup Analysis,VAST,Journal paper,2018,Dennis Dingen;Marcel van 't Veer;Patrick Houthuizen;Eveline H. J. Mestrom;Hendrikus H. M. Korsten;Arthur R. A. Bouwman;Jarke J. van Wijk,10.1109/VAST.2017.8585720;10.1109/TVCG.2015.2467325;10.1109/TVCG.2013.125;10.1109/VAST.2011.6102453;10.1109/TVCG.2015.2467931,visual analytic;predictive visual analytics;exploratory data analysis;multivariate statistics;regression analysis;variable selection;subgroup analysis
10.1109/TVCG.2019.2934534,Investigating Direct Manipulation of Graphical Encodings as a Method for User Interaction,InfoVis,Journal paper,2019,Bahador Saket;Samuel Huron;Charles Perin;Alex Endert,10.1109/TVCG.2011.185;10.1109/TVCG.2014.2346984;10.1109/VAST.2012.6400486;10.1109/TVCG.2014.2346292;10.1109/TVCG.2015.2467615;10.1109/TVCG.2016.2598620;10.1109/TVCG.2014.2346250;10.1109/TVCG.2012.204;10.1109/TVCG.2014.2346279;10.1109/TVCG.2014.2346291;10.1109/TVCG.2016.2598839;10.1109/TVCG.2018.2865075;10.1109/TVCG.2017.2745078;10.1109/TVCG.2017.2745258,direct manipulation;data visualization
10.1109/TVCG.2019.2934614,Interactive Learning for Identifying Relevant Tweets to Support Real-time Situational Awareness,VAST,Journal paper,2019,Luke S. Snyder;Yi-Shan Lin;Morteza Karimzadeh;Dan Goldwasser;David S. Ebert,10.1109/TVCG.2017.2744818;10.1109/TVCG.2013.186;10.1109/VAST.2010.5652922;10.1109/TVCG.2012.277;10.1109/TVCG.2017.2744718;10.1109/TVCG.2018.2864838;10.1109/TVCG.2017.2745078,interactive machine learning;human computer interaction;social media analytics;emergency/disaster management;situation awareness
10.1109/TVCG.2019.2934666,You can't always sketch what you want: Understanding Sensemaking in Visual Query Systems,VAST,Journal paper,2019,Doris Jung Lin Lee;John Lee 0005;Tarique Siddiqui;Jaewoo Kim;Karrie Karahalios;Aditya G. Parameswaran,10.1109/INFVIS.2005.1532136;10.1109/VAST.2008.4677353;10.1109/TVCG.2017.2743990;10.1109/VAST.2016.7883519;10.1109/TVCG.2009.111;10.1109/TVCG.2012.213,visual analytic;exploratory analysis;visual queries
10.1109/VISUAL.2000.885719,Polyhedral modeling,Vis,Conference paper,2000,Georges-Pierre Bonneau;Stefanie Hahmann,,triangular mesh;visual continuity;arbitrary topology;visualization
10.1109/VISUAL.2000.885725,Fast visualization methods for comparing dynamics: a case study in combustion,Vis,Conference paper,2000,Kay A. Robbins;Michael Gorman,10.1109/VISUAL.1999.809882;10.1109/VISUAL.1996.568117;10.1109/VISUAL.1995.485141,real-time visualization;steering;symmetries;tiling;pattern formation;movies
10.1109/VISUAL.2002.1183830,"Case study: the ""Office of Real Soon Now"" for visualization",Vis,Conference paper,2002,Samuel P. Uselton,,display;projection;panoramic image display
10.1109/VISUAL.2004.69,LoD volume rendering of FEA data,Vis,Conference paper,2004,Shyh-Kuang Ueng;Yan-Jen Su;Chi-Tang Chang,10.1109/VISUAL.1999.809908;10.1109/VISUAL.1995.485144;10.1109/VISUAL.2002.1183767;10.1109/VISUAL.2000.885680;10.1109/VISUAL.2000.885682;10.1109/VISUAL.2000.885680;10.1109/VISUAL.2001.964490;10.1109/VISUAL.1993.398877;10.1109/VISUAL.1992.235228;10.1109/VISUAL.1998.745309;10.1109/VISUAL.1999.809909,volume rendering;splatting method;level of detail;unstructured data;scientific visualization
10.1109/VAST.2010.5649905,Enron case study: Analysis of email behavior using EmailTime,VAST,Miscellaneous,2010,Minoo Erfani Joorabchi;Ji-Dong Yim;Mona Erfani Joorabchi;Chris Shaw 0002,,email;enron;case studies;emailtime;visual analysis
10.1109/VAST.2010.5650199,A Visual Analytics approach to identifying protein structural constraints,VAST,Miscellaneous,2010,William C. Ray,,high-order finite elements;spectral/hp elements;cut-plane extraction;gpu-based root-finding;gpu ray tracing;cut-surface extraction
10.1109/VAST.2010.5650219,ProDV - A case study in delivering visual analytics,VAST,Miscellaneous,2010,Derek Overby;John Keyser;Jim Wall,,visualization system and toolkit design
10.1109/TVCG.2012.269,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,SciVis,Journal paper,2012,Samer S. Barakat;Markus Rütten;Xavier Tricoche,10.1109/TVCG.2007.70615;10.1109/TVCG.2007.70523;10.1109/TVCG.2006.165;10.1109/TVCG.2007.70519;10.1109/TVCG.2008.116;10.1109/TVCG.2007.70519;10.1109/TVCG.2008.140;10.1109/VISUAL.1995.485139;10.1109/TVCG.2009.177;10.1109/TVCG.2008.148,multi-field;time-varying;surface structures
10.1109/TVCG.2013.229,Visualization of Morse Connection Graphs for Topologically Rich 2D Vector fields,SciVis,Journal paper,2013,Andrzej Szymczak;Levente Sipeki,10.1109/TVCG.2011.233;10.1109/TVCG.2008.135;10.1109/TVCG.2012.209;10.1109/VISUAL.2000.885716,morse connection graph;vector field topology
10.1109/SciVis.2015.7429486,Using Maximum Topology Matching to Explore Differences in Species Distribution Models,SciVis,Conference paper,2015,Jorge Poco;Harish Doraiswamy;Marian Talbert;Jeffrey T. Morisette;Cláudio T. Silva,10.1109/TVCG.2011.244;10.1109/TVCG.2010.213;10.1109/TVCG.2008.145;10.1109/TVCG.2009.155;10.1109/TVCG.2013.125;10.1109/TVCG.2008.143;10.1109/TVCG.2011.236;10.1109/TVCG.2013.148;10.1109/TVCG.2014.2346332;10.1109/TVCG.2011.248;10.1109/TVCG.2007.70601,function similarity;computational topology;species distribution models;persistence;high dimensional visualization
10.1109/SciVis.2015.7429490,Explicit Frequency Control for High-Quality Texture-Based Flow Visualization,SciVis,Conference paper,2015,Victor Matvienko;Jens H. Krüger,10.1109/VISUAL.2005.1532853;10.1109/TVCG.2007.70595;10.1109/TVCG.2006.161;10.1109/VISUAL.1994.346313;10.1109/VISUAL.1996.567784;10.1109/VISUAL.2001.964505;10.1109/TVCG.2009.126;10.1109/VISUAL.1999.809892;10.1109/VISUAL.2003.1250362;10.1109/VISUAL.2005.1532781,flow visualization;texture-based visualization;lic;gabor filter;spatial frequency;image contrast
10.1109/TVCG.2015.2467433,Interactive Visualization for Singular Fibers of Functions f : R3 -> R2,SciVis,Journal paper,2015,Daisuke Sakurai;Osamu Saeki;Hamish A. Carr;Hsiang-Yun Wu;Takahiro Yamamoto;David J. Duke;Shigeo Takahashi,10.1109/TVCG.2008.119;10.1109/VISUAL.1997.663875;10.1109/TVCG.2012.287;10.1109/TVCG.2010.213;10.1109/TVCG.2014.2346447;10.1109/TVCG.2010.146;10.1109/VISUAL.2002.1183774;10.1109/TVCG.2008.143;10.1109/TVCG.2009.119;10.1109/TVCG.2007.70601,singular fibers;fiber topology;mathematical visualization;design studies
10.1109/TVCG.2015.2467962,Effectiveness of Structured Textures on Dynamically Changing Terrain-like Surfaces,SciVis,Journal paper,2015,Thomas Butkiewicz;Andrew H. Stevens,,structured textures;terrain;deformation;dynamic surfaces
10.1109/TVCG.2016.2598587,Screenit: Visual Analysis of Cellular Screens,InfoVis,Journal paper,2016,Kasper Dinkla;Hendrik Strobelt;Bryan Genest;Stephan Reiling;Mark Borowsky;Hanspeter Pfister,10.1109/VAST.2012.6400492;10.1109/TVCG.2014.2346752;10.1109/TVCG.2015.2466971;10.1109/TVCG.2011.253;10.1109/VAST.2010.5652443;10.1109/TVCG.2012.213;10.1109/TVCG.2014.2346578;10.1109/TVCG.2013.173;10.1109/VAST.2011.6102453;10.1109/TVCG.2014.2346482,high-content screening;visual analysis;feature selection;image classification;biology;multi-variate;hierarchies
10.1109/TVCG.2016.2598790,Visualizing Shape Deformations with Variation of Geometric Spectrum,SciVis,Journal paper,2016,Jiaxi Hu;Hajar Hamidian;Zichun Zhong;Jing Hua,10.1109/TVCG.2009.159;10.1109/TVCG.2015.2467198;10.1109/TVCG.2011.171,geometry-based technique;spectral analysis;biomedical visualization
10.1109/TVCG.2016.2599043,A Versatile and Efficient GPU Data Structure for Spatial Indexing,SciVis,Journal paper,2016,Jens Schneider;Peter Rautek,10.1109/TVCG.2015.2467331,gpu-based data structures;binary index trees;sparse data
10.1109/TVCG.2016.2598796,GazeDx: Interactive Visual Analytics Framework for Comparative Gaze Analysis with Volumetric Medical Images,VAST,Journal paper,2016,Hyunjoo Song;Jeongjin Lee;Tae Jung Kim;Kyoung Ho Lee;Bo Hyoung Kim;Jinwook Seo,10.1109/VAST.2011.6102435;10.1109/TVCG.2010.149,eye tracking;gaze visualization;gaze pattern comparison;volumetric medical images;context-embedded interactive scatterplot;interactive temporal chart
10.1109/TVCG.2016.2599378,VisMatchmaker: Cooperation of the User and the Computer in Centralized Matching Adjustment,VAST,Journal paper,2016,Po-Ming Law;Wenchao Wu;Yixian Zheng;Huamin Qu,10.1109/INFVIS.2004.1;10.1109/TVCG.2006.122;10.1109/TVCG.2014.2346249;10.1109/TVCG.2014.2346441;10.1109/VAST.2011.6102453,centralized matching;matching visualization;interaction techniques;visual analytic
10.1109/TVCG.2017.2745086,Open vs. Closed Shapes: New Perceptual Categories?,InfoVis,Journal paper,2017,David Burlinson;Kalpathi R. Subramanian;Paula Goolkasian,10.1109/TVCG.2014.2346978;10.1109/TVCG.2013.183,scatter plot;visual design;perceptual category;open shape;closed shape
10.1109/TVCG.2017.2743979,Screen-Space Normal Distribution Function Caching for Consistent Multi-Resolution Rendering of Large Particle Data,SciVis,Journal paper,2017,Mohamed Ibrahim;Patrick Wickenhauser;Peter Rautek;Guido Reina;Markus Hadwiger,10.1109/VISUAL.2004.103;10.1109/TVCG.2009.142;10.1109/VISUAL.2003.1250404;10.1109/TVCG.2014.2346324;10.1109/TVCG.2010.215;10.1109/TVCG.2016.2599041;10.1109/SciVis.2015.7429492,multiresolution techniques;point-based data;glyph-based techniques;scalability issues;molecular visualization
10.1109/TVCG.2017.2744299,Decision Graph Embedding for High-Resolution Manometry Diagnosis,SciVis,Journal paper,2017,Julian Kreiser;Alexander Hann;Eugen Zizer;Timo Ropinski,10.1109/INFVIS.2001.963292;10.1109/TVCG.2013.122;10.1109/INFVIS.2003.1249006,small multiples;manometry;chicago classification
10.1109/TVCG.2017.2744479,BASTet: Shareable and Reproducible Analysis and Visualization of Mass Spectrometry Imaging Data via OpenMSI,SciVis,Journal paper,2017,Oliver Rübel;Benjamin P. Bowen,10.1109/VISUAL.2005.1532788;10.1109/TVCG.2011.185;10.1109/TVCG.2015.2467091,mass spectrometry imaging;data provenance;visualization;data management;analysis workflows;data sharing
10.1109/VAST.2017.8585487,"The y of it Matters, Even for Storyline Visualization",VAST,Conference paper,2017,Dustin Arendt;Meg Pirrung,10.1109/VAST.2009.5332593;10.1109/TVCG.2014.2346433;10.1109/TVCG.2013.196;10.1109/TVCG.2013.221;10.1109/TVCG.2012.212;10.1109/TVCG.2015.2468151,storyline visualization;layout algorithm;interaction context;geospatial analysis;vast challenge
10.1109/VAST.2017.8585647,Visual Causality Analysis Made Practical,VAST,Conference paper,2017,Jun Wang;Klaus Mueller,10.1109/TVCG.2015.2467931;10.1109/TVCG.2012.225;10.1109/TVCG.2013.200;10.1109/TVCG.2016.2598797;10.1109/TVCG.2016.2598919;10.1109/TVCG.2016.2598543;10.1109/TVCG.2015.2467691,visual knowledge discovery;causality;hypothesis test;visual evidence;high dimensional data
10.1109/TVCG.2018.2864912,Optimizing Color Assignment for Perception of Class Separability in Multiclass Scatterplots,InfoVis,Journal paper,2018,Yunhai Wang;Xin Chen;Tong Ge;Chen Bao;Michael Sedlmair;Chi-Wing Fu;Oliver Deussen;Baoquan Chen,10.1109/VISUAL.1995.480803;10.1109/TVCG.2016.2599214;10.1109/TVCG.2013.183;10.1109/TVCG.2016.2598918;10.1109/VISUAL.1996.568118;10.1109/TVCG.2017.2744184;10.1109/TVCG.2013.153;10.1109/TVCG.2015.2467471;10.1109/TVCG.2017.2744359;10.1109/VAST.2009.5332628;10.1109/TVCG.2008.118,color perception;visual design;scatter plot
10.1109/TVCG.2018.2865118,Shape-preserving Star Coordinates,InfoVis,Journal paper,2018,Vladimir Molchanov;Lars Linsen,10.1109/TVCG.2010.209;10.1109/TVCG.2013.182;10.1109/TVCG.2015.2467132;10.1109/TVCG.2015.2467324;10.1109/TVCG.2014.2346258,star coordinates;multidimensional data projection;multi-variate data visualization
10.1109/TVCG.2018.2865151,"Graphicle: Exploring Units, Networks, and Context in a Blended Visualization Approach",InfoVis,Journal paper,2018,Timothy Major;Rahul C. Basole,10.1109/TVCG.2012.252;10.1109/INFVIS.2005.1532126;10.1109/TVCG.2007.70539;10.1109/TVCG.2007.70582;10.1109/TVCG.2014.2346292;10.1109/TVCG.2013.227;10.1109/TVCG.2006.166;10.1109/TVCG.2014.2346441;10.1109/TVCG.2009.108;10.1109/INFVIS.2003.1249004;10.1109/TVCG.2010.205;10.1109/TVCG.2007.70589;10.1109/VAST.2009.5333880;10.1109/TVCG.2013.167,unit visualization;network visualization;context
10.1109/TVCG.2018.2865231,SmartCues: A Multitouch Query Approach for Details-on-Demand through Dynamically Computed Overlays,InfoVis,Journal paper,2018,Hariharan Subramonyam;Eytan Adar,10.1109/INFVIS.1995.528688;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2013.124;10.1109/TVCG.2006.187;10.1109/VAST.2010.5652885;10.1109/TVCG.2013.119;10.1109/VAST.2012.6400487;10.1109/TVCG.2014.2346250;10.1109/TVCG.2012.229;10.1109/TVCG.2008.109;10.1109/TVCG.2012.204;10.1109/TVCG.2010.179;10.1109/TVCG.2017.2745958;10.1109/TVCG.2007.70515,graphical overlays;details-on-demand;graph comprehension
10.1109/TVCG.2018.2865266,Image-Based Aspect Ratio Selection,InfoVis,Journal paper,2018,Yunhai Wang;Zeyu Wang 0005;Chi-Wing Fu;Hansjörg Schmauder;Oliver Deussen;Daniel Weiskopf,10.1109/TVCG.2008.119;10.1109/TVCG.2006.168;10.1109/TVCG.2013.187;10.1109/TVCG.2009.131;10.1109/TVCG.2010.146;10.1109/TVCG.2017.2744184;10.1109/TVCG.2006.168;10.1109/TVCG.2011.167;10.1109/TVCG.2012.196;10.1109/VAST.2009.5332628;10.1109/INFVIS.2005.1532142,aspect ratio;image based method;federer's co-area formula;density field;anisotropic kernel density estimation
10.1109/TVCG.2018.2864768,Robust and Fast Extraction of 3D Symmetric Tensor Field Topology,SciVis,Journal paper,2018,Lawrence Roy;Prashant Kumar;Yue Zhang 0009;Eugene Zhang,10.1109/TVCG.2009.184;10.1109/VISUAL.1994.346326;10.1109/TVCG.2008.148;10.1109/VISUAL.2000.885716;10.1109/VISUAL.2004.105;10.1109/VISUAL.2005.1532841,tensor field visualization;3d symmetric tensor fields;tensor field topology;traceless tensors;degenerate curve extraction;neutral surface extraction
10.1109/TVCG.2018.2864806,Interactive 3D Visual Analysis of Atmospheric Fronts,SciVis,Journal paper,2018,Michael Kern;Tim Hewson;Andreas Schäfler;Rüdiger Westermann;Marc Rautenhaus,10.1109/TVCG.2017.2743989;10.1109/TVCG.2007.70554,meteorology;atmospheric fronts;feature detection
10.1109/TVCG.2018.2864808,Exploring Time-Varying Multivariate Volume Data Using Matrix of Isosurface Similarity Maps,SciVis,Journal paper,2018,Jun Tao 0002;Martin Imre;Chaoli Wang 0001;Nitesh V. Chawla;Hanqi Guo 0001;Gokhan Sever;Seung Hyun Kim,10.1109/TVCG.2013.133;10.1109/TVCG.2012.284;10.1109/TVCG.2008.184;10.1109/TVCG.2011.246;10.1109/TVCG.2011.258;10.1109/TVCG.2008.116;10.1109/VISUAL.2005.1532857;10.1109/TVCG.2009.136;10.1109/TVCG.2015.2467431;10.1109/TVCG.2006.165;10.1109/TVCG.2013.213;10.1109/TVCG.2008.143;10.1109/VISUAL.1999.809910;10.1109/VISUAL.2005.1532792;10.1109/TVCG.2008.140;10.1109/TVCG.2006.164;10.1109/VISUAL.2003.1250402,time-varying multivariate data visualization;iso-surface;similarity map;visual interface;path recommendation
10.1109/TVCG.2018.2864816,Interactive Visualization of 3D Histopathology in Native Resolution,SciVis,Journal paper,2018,Martin Falk;Anders Ynnerman;Darren Treanor;Claes Lundström,10.1109/TVCG.2009.150;10.1109/VISUAL.2002.1183757;10.1109/TVCG.2012.240,histology;pathology;volume rendering;expert evaluation
10.1109/TVCG.2018.2864817,Visual Analysis of Spatia-temporal Relations of Pairwise Attributes in Unsteady Flow,SciVis,Journal paper,2018,Marzieh Berenjkoub;Rodolfo Ostilla Monico;Robert S. Laramee;Guoning Chen,10.1109/TVCG.2010.131;10.1109/VISUAL.2004.99;10.1109/TVCG.2010.198;10.1109/TVCG.2015.2467200;10.1109/TVCG.2009.200;10.1109/TVCG.2010.131;10.1109/TVCG.2013.133;10.1109/TVCG.2011.249,unsteady flow;correlation study;mutual information
10.1109/TVCG.2018.2864827,Hexahedral Mesh Structure Visualization and Evaluation,SciVis,Journal paper,2018,Kaoji Xu;Guoning Chen,,hexahedral mesh;base complex;sheet decomposition;complexity analysis
10.1109/TVCG.2018.2864839,Time-Dependent Flow seen through Approximate Observer Killing Fields,SciVis,Journal paper,2018,Markus Hadwiger;Matej Mlejnek;Thomas Theußl;Peter Rautek,10.1109/TVCG.2015.2467200;10.1109/VISUAL.1999.809896;10.1109/VISUAL.1997.663898;10.1109/TVCG.2008.163;10.1109/TVCG.2007.70545;10.1109/TVCG.2010.198;10.1109/TVCG.2007.70557,flow visualization;observer frames of reference;killing vector fields;infinitesimal isometries;lie derivatives;objectivity
10.1109/TVCG.2018.2864841,A Declarative Grammar of Flexible Volume Visualization Pipelines,SciVis,Journal paper,2018,Min Shih;Charles Rozhon;Kwan-Liu Ma,10.1109/VISUAL.2005.1532788;10.1109/TVCG.2009.174;10.1109/TVCG.2011.185;10.1109/TVCG.2007.70555;10.1109/TVCG.2014.2346322;10.1109/TVCG.2009.189;10.1109/TVCG.2015.2467449;10.1109/VISUAL.1992.235219;10.1109/VISUAL.2004.95;10.1109/TVCG.2007.70534;10.1109/TVCG.2014.2346318;10.1109/TVCG.2016.2599030;10.1109/TVCG.2015.2467091;10.1109/SciVis.2015.7429514;10.1109/TVCG.2016.2599041,volume visualization;direct volume rendering;declarative specification;multivariate/multimodal volume data;animation
10.1109/TVCG.2018.2864845,DT-MRI Streamsurfaces Revisited,SciVis,Journal paper,2018,Michael Ankele;Thomas Schultz 0001,10.1109/TVCG.2007.70551;10.1109/VISUAL.1992.235211;10.1109/TVCG.2007.70554;10.1109/TVCG.2007.70602;10.1109/TVCG.2008.148,diffusion tensor mri;streamsurfaces;frobenius theorem;lie bracket
10.1109/TVCG.2018.2864850,CPU Isosurface Ray Tracing of Adaptive Mesh Refinement Data,SciVis,Journal paper,2018,Feng Wang;Ingo Wald;Qi Wu;William Usher;Christopher R. Johnson 0001,10.1109/TVCG.2008.157;10.1109/TVCG.2009.149;10.1109/TVCG.2011.252;10.1109/VISUAL.2002.1183820;10.1109/VISUAL.1998.745713;10.1109/TVCG.2007.70566;10.1109/TVCG.2016.2599041,amr;iso-surface;ray tracing;reconstruction strategy;ospray
10.1109/TVCG.2018.2864853,A Study of the Trade-off Between Reducing Precision and Reducing Resolution for Data Analysis and Visualization,SciVis,Journal paper,2018,Duong Hoang;Pavol Klacansky;Harsh Bhatia;Peer-Timo Bremer;Peter Lindstrom;Valerio Pascucci,10.1109/TVCG.2009.194;10.1109/TVCG.2007.70516;10.1109/VISUAL.2002.1183757;10.1109/TVCG.2012.240;10.1109/VISUAL.1999.809908;10.1109/TVCG.2014.2346458;10.1109/TVCG.2006.143;10.1109/VISUAL.2004.51;10.1109/VISUAL.2003.1250385;10.1109/TVCG.2011.214;10.1109/TVCG.2012.274;10.1109/TVCG.2015.2467412,data compression;bit ordering;multi resolution;data analysis
10.1109/TVCG.2018.2864656,Firefly: Virtual Illumination Drones for Interactive Visualization,SciVis,Journal paper,2018,Sergej Stoppel;Magnus Paulson Erga;Stefan Bruckner,10.1109/TVCG.2012.203;10.1109/TVCG.2013.156;10.1109/VISUAL.2002.1183785;10.1109/VISUAL.2003.1250395;10.1109/VISUAL.2004.62;10.1109/TVCG.2011.173;10.1109/TVCG.2013.172,dynamic lighting design;lighting drones
