DOI,Title,Conference,PaperType,Year,Authors,AuthorAffiliation,InternalReferences,Keywords
10.1109/TVCG.2018.2864815,An Interactive Framework for Visualization of Weather Forecast Ensembles,SciVis,J,2018,Bo Ma 0002;Alireza Entezari,University of Florida;University of Florida,10.1109/TVCG.2013.208;10.1109/TVCG.2015.2467958;10.1109/TVCG.2016.2598869;10.1109/TVCG.2014.2346448;10.1109/TVCG.2015.2467204;10.1109/TVCG.2016.2598868;10.1109/TVCG.2015.2468093;10.1109/TVCG.2017.2745178;10.1109/TVCG.2015.2467754;10.1109/TVCG.2010.181;10.1109/TVCG.2014.2346332;10.1109/TVCG.2016.2598830;10.1109/TVCG.2013.143,spaghetti plots;ensemble visualization;uncertainty visualization;high-density clustering;ensemble forecasting
10.1109/TVCG.2018.2864846,Tensor Field Visualization using Fiber Surfaces of Invariant Space,SciVis,J,2018,Felix Raith;Christian Blecha;Thomas Nagel;Francesco Parisio;Olaf Kolditz;Fabian Günther;Markus Stommel;Gerik Scheuermann,"Institute of Computer Science, Leipzig University, Leipzig, Germany;Institute of Computer Science, Leipzig University, Leipzig, Germany;Department of Environmental Informatics, Helmholtz Center for Environmental Research, Leipzig, Germany;Department of Environmental Informatics, Helmholtz Center for Environmental Research, Leipzig, Germany;Department of Environmental Informatics, Helmholtz Center for Environmental Research, Leipzig, Germany;Faculty for Mechanical Engineering, TU Dortmund University, Dortmund;Faculty for Mechanical Engineering, TU Dortmund University, Dortmund;Institute of Computer Science, Leipzig University, Leipzig, Germany",10.1109/VISUAL.1994.346326,visualization;tensor field;invariants;fiber surface;interaction
10.1109/TVCG.2018.2864852,Visualization of Neuronal Structures in Wide-Field Microscopy Brain Images,SciVis,J,2018,Saeed Boorboor;Shreeraj Jadhav;Mala Ananth;David Talmage;Lorna Role;Arie E. Kaufman,Department of Computer ScienceStony Brook University;Department of Computer ScienceStony Brook University;Department of Neurobiology & behaviorStony Brook University;Department of Neurobiology & behaviorStony Brook University;Department of Neurobiology & behaviorStony Brook University;Department of Computer ScienceStony Brook University,10.1109/TVCG.2014.2346312;10.1109/TVCG.2013.142;10.1109/TVCG.2012.203;10.1109/TVCG.2017.2744079;10.1109/TVCG.2009.118;10.1109/TVCG.2016.2598472,wide-field microscopy;volume visualization;neuron visualization;neuroscience
10.1109/TVCG.2018.2864498,Deadeye: A Novel Preattentive Visualization Technique Based on Dichoptic Presentation,SciVis,J,2018,Andrey Krekhov;Jens H. Krüger,Center of Visual Data Analysis and Computer Graphics (COVIDAG)University of Duisburg-Essen;Center of Visual Data Analysis and Computer Graphics (COVIDAG)University of Duisburg-Essen,10.1109/TVCG.2011.234;10.1109/VISUAL.2005.1532838;10.1109/TVCG.2014.2346352,popout;preattentive vision;comparative visualization;dichoptic presentation
10.1109/TVCG.2018.2864887,InkPlanner: Supporting Prewriting via Intelligent Visual Diagramming,VAST,J,2018,Zhicong Lu;Mingming Fan 0001;Yun Wang;Jian Zhao 0010;Michelle Annett;Daniel J. Wigdor,University of Toronto;University of Toronto;Hong Kong University of Science and Technology;FX Palo Alto Laboratory;MishMashMakers;University of Toronto,10.1109/TVCG.2013.191,writing;prewriting;diagraming;content and structure recommendation;pen and touch interfaces
10.1109/TVCG.2018.2865024,KnowledgePearls: Provenance-Based Visualization Retrieval,VAST,J,2018,Holger Stitz;Samuel Gratzl;Harald Piringer;Thomas Zichner;Marc Streit,"Johannes Kepler University, Linz, Austria;Johannes Kepler University, Linz, Austria;VRVis Research Center, Austria;Boehringer Ingelheim RCV GmbH & Co KG, Austria;Johannes Kepler University, Linz, Austria",10.1109/VISUAL.2005.1532788;10.1109/TVCG.2011.229;10.1109/TVCG.2013.155;10.1109/TVCG.2009.176;10.1109/VAST.2008.4677365;10.1109/INFVIS.2004.2;10.1109/TVCG.2012.271;10.1109/TVCG.2016.2598589;10.1109/TVCG.2017.2744320;10.1109/TVCG.2015.2467551;10.1109/TVCG.2016.2599030;10.1109/TVCG.2015.2467091;10.1109/TVCG.2006.142;10.1109/TVCG.2017.2745219;10.1109/INFVIS.2000.885086;10.1109/INFVIS.2005.1532142,visualization provenance;interaction provenance;retrieval
10.1109/TVCG.2018.2865025,An Information-Theoretic Approach to the Cost-benefit Analysis of Visualization in Virtual Environments,VAST,J,2018,Min Chen 0001;Kelly P. Gaither;Nigel W. John;Brian McCann,"University of Oxford, UK;University of Texas, Austin, USA;University of Chester, UK;University of Texas, Austin, USA",10.1109/TVCG.2010.131;10.1109/TVCG.2008.142;10.1109/TVCG.2011.231;10.1109/TVCG.2014.2346325;10.1109/TVCG.2013.127;10.1109/TVCG.2016.2598829;10.1109/INFVIS.2004.59;10.1109/VISUAL.2005.1532781;10.1109/TVCG.2010.131;10.1109/TVCG.2006.184,theory of visualization;virtual environments;four levels of visualization;virtual reality;augmented reality;mixed reality;cost-benefit analysis;information theory;cognitive sciences;visualization applications;immersive analytics
10.1109/TVCG.2018.2865043,RegressionExplorer: Interactive Exploration of Logistic Regression Models with Subgroup Analysis,VAST,J,2018,Dennis Dingen;Marcel van 't Veer;Patrick Houthuizen;Eveline H. J. Mestrom;Hendrikus H. M. Korsten;Arthur R. A. Bouwman;Jarke J. van Wijk,Eindhoven University of Technology;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;Catharina Hospital Eindhoven;University of Technology,10.1109/VAST.2017.8585720;10.1109/TVCG.2015.2467325;10.1109/TVCG.2013.125;10.1109/VAST.2011.6102453;10.1109/TVCG.2015.2467931,visual analytics;predictive visual analytics;exploratory data analysis;multivariate statistics;regression analysis;variable selection;subgroup analysis
10.1109/TVCG.2019.2934534,Investigating Direct Manipulation of Graphical Encodings as a Method for User Interaction,InfoVis,J,2019,Bahador Saket;Samuel Huron;Charles Perin;Alex Endert,Georgia Tech;University Paris Saclay;University of Victoria;Georgia Tech,10.1109/TVCG.2011.185;10.1109/TVCG.2014.2346984;10.1109/VAST.2012.6400486;10.1109/TVCG.2014.2346292;10.1109/TVCG.2015.2467615;10.1109/TVCG.2016.2598620;10.1109/TVCG.2014.2346250;10.1109/TVCG.2012.204;10.1109/TVCG.2014.2346279;10.1109/TVCG.2014.2346291;10.1109/TVCG.2016.2598839;10.1109/TVCG.2018.2865075;10.1109/TVCG.2017.2745078;10.1109/TVCG.2017.2745258,direct manipulation;data visualization
10.1109/TVCG.2019.2934614,Interactive Learning for Identifying Relevant Tweets to Support Real-time Situational Awareness,VAST,J,2019,Luke S. Snyder;Yi-Shan Lin;Morteza Karimzadeh;Dan Goldwasser;David S. Ebert,Purdue University;Purdue University;University of Colorado Boulder;Purdue University;Purdue University,10.1109/TVCG.2017.2744818;10.1109/TVCG.2013.186;10.1109/VAST.2010.5652922;10.1109/TVCG.2012.277;10.1109/TVCG.2017.2744718;10.1109/TVCG.2018.2864838;10.1109/TVCG.2017.2745078,interactive machine learning;human-computer interaction;social media analytics;emergency/disaster management;situational awareness
10.1109/TVCG.2019.2934666,You can't always sketch what you want: Understanding Sensemaking in Visual Query Systems,VAST,J,2019,Doris Jung Lin Lee;John Lee 0005;Tarique Siddiqui;Jaewoo Kim;Karrie Karahalios;Aditya G. Parameswaran,"University of California, Berkeley;University of Illinois, Urbana-Champaign;University of Illinois, Urbana-Champaign;University of Illinois, Urbana-Champaign;University of Illinois, Urbana-Champaign;University of California, Berkeley",10.1109/INFVIS.2005.1532136;10.1109/VAST.2008.4677353;10.1109/TVCG.2017.2743990;10.1109/VAST.2016.7883519;10.1109/TVCG.2009.111;10.1109/TVCG.2012.213,visual analytics;exploratory analysis;visual queries
10.1109/VISUAL.2000.885719,Polyhedral modeling,Vis,C,2000,Georges-Pierre Bonneau;Stefanie Hahmann,"CNRS, Univ. of Grenoble, France",,triangular meshes;visual continuity;arbitrary topology;visualization
10.1109/VISUAL.2000.885725,Fast visualization methods for comparing dynamics: a case study in combustion,Vis,C,2000,Kay A. Robbins;Michael Gorman,"Div. of Comput. Sci., Texas Univ., San Antonio, TX, USA",10.1109/VISUAL.1999.809882;10.1109/VISUAL.1996.568117;10.1109/VISUAL.1995.485141,realtime visualization;steering;symmetry;tiling;pattern formation;movies
10.1109/VISUAL.2002.1183830,"Case study: the ""Office of Real Soon Now"" for visualization",Vis,C,2002,Samuel P. Uselton,,,display;projection;panoramic image display
10.1109/VISUAL.2004.69,LoD volume rendering of FEA data,Vis,C,2004,Shyh-Kuang Ueng;Yan-Jen Su;Chi-Tang Chang,"Dept. of Comput. Sci., Nat. Taiwan Ocean Univ., Keelung, Taiwan;Dept. of Comput. Sci., Nat. Taiwan Ocean Univ., Keelung, Taiwan;Dept. of Comput. Sci., Nat. Taiwan Ocean Univ., Keelung, Taiwan",10.1109/VISUAL.1999.809908;10.1109/VISUAL.1995.485144;10.1109/VISUAL.2002.1183767;10.1109/VISUAL.2000.885680;10.1109/VISUAL.2000.885682;10.1109/VISUAL.2000.885680;10.1109/VISUAL.2001.964490;10.1109/VISUAL.1993.398877;10.1109/VISUAL.1992.235228;10.1109/VISUAL.1998.745309;10.1109/VISUAL.1999.809909,volume rendering;splatting method;level-of-detail;unstructured data;scientific visualization
10.1109/VAST.2010.5649905,Enron case study: Analysis of email behavior using EmailTime,VAST,M,2010,Minoo Erfani Joorabchi;Ji-Dong Yim;Mona Erfani Joorabchi;Chris Shaw 0002,Simon Fraser University;Simon Fraser University;Simon Fraser University;Simon Fraser University,,email;enron;case study;emailtime;visual analysis
10.1109/VAST.2010.5650199,A Visual Analytics approach to identifying protein structural constraints,VAST,M,2010,William C. Ray,"The Research Institute at Nationwide Children's Hospital, The Ohio State University Biophysics Program",,high-order finite elements;spectral/hp elements;cut-plane extraction;gpu-based root-finding;gpu ray-tracing;cut-surface extraction
10.1109/VAST.2010.5650219,ProDV - A case study in delivering visual analytics,VAST,M,2010,Derek Overby;John Keyser;Jim Wall,"Department of Computer Science and Engineering, Texas A&M University;Department of Computer Science and Engineering, Texas A&M University;Department of Industrial and Systems Engineering, Texas A&M University",,visualization system and toolkit design
10.1109/TVCG.2012.269,Surface-Based Structure Analysis and Visualization for Multifield Time-Varying Datasets,SciVis,J,2012,Samer S. Barakat;Markus Rütten;Xavier Tricoche,Purdue University;DLR Göttingen;Purdue University,10.1109/TVCG.2007.70615;10.1109/TVCG.2007.70523;10.1109/TVCG.2006.165;10.1109/TVCG.2007.70519;10.1109/TVCG.2008.116;10.1109/TVCG.2007.70519;10.1109/TVCG.2008.140;10.1109/VISUAL.1995.485139;10.1109/TVCG.2009.177;10.1109/TVCG.2008.148,multifield;time-varying;surface structures
10.1109/TVCG.2013.229,Visualization of Morse Connection Graphs for Topologically Rich 2D Vector fields,SciVis,J,2013,Andrzej Szymczak;Levente Sipeki,Colorado School of Mines;Colorado School of Mines,10.1109/TVCG.2011.233;10.1109/TVCG.2008.135;10.1109/TVCG.2012.209;10.1109/VISUAL.2000.885716,morse connection graph;vector field topology
10.1109/SciVis.2015.7429486,Using Maximum Topology Matching to Explore Differences in Species Distribution Models,SciVis,C,2015,Jorge Poco;Harish Doraiswamy;Marian Talbert;Jeffrey T. Morisette;Cláudio T. Silva,New York University;New York University;U.S. Geological Survey;U.S. Geological Survey;New York University,10.1109/TVCG.2011.244;10.1109/TVCG.2010.213;10.1109/TVCG.2008.145;10.1109/TVCG.2009.155;10.1109/TVCG.2013.125;10.1109/TVCG.2008.143;10.1109/TVCG.2011.236;10.1109/TVCG.2013.148;10.1109/TVCG.2014.2346332;10.1109/TVCG.2011.248;10.1109/TVCG.2007.70601,function similarity;computational topology;species distribution models;persistence;high dimensional visualization
10.1109/SciVis.2015.7429490,Explicit Frequency Control for High-Quality Texture-Based Flow Visualization,SciVis,C,2015,Victor Matvienko;Jens H. Krüger,Saarland University;University Duisburg-Essen,10.1109/VISUAL.2005.1532853;10.1109/TVCG.2007.70595;10.1109/TVCG.2006.161;10.1109/VISUAL.1994.346313;10.1109/VISUAL.1996.567784;10.1109/VISUAL.2001.964505;10.1109/TVCG.2009.126;10.1109/VISUAL.1999.809892;10.1109/VISUAL.2003.1250362;10.1109/VISUAL.2005.1532781,flow visualization;texture-based visualization;lic;gabor filter;spatial frequency;image contrast
10.1109/TVCG.2015.2467433,Interactive Visualization for Singular Fibers of Functions f : R3 -> R2,SciVis,J,2015,Daisuke Sakurai;Osamu Saeki;Hamish A. Carr;Hsiang-Yun Wu;Takahiro Yamamoto;David J. Duke;Shigeo Takahashi,"University of Tokyo, Kashiwa, Japan;Kyushu University, Fukuoka, Japan;University of Leeds, Leeds, UK;Keio University, Yokohama, Japan;Kyushu Sangyo University, Fukuoka, Japan;University of Leeds, Leeds, UK;University of Aizu, Aizu-Wakamatsu, Japan",10.1109/TVCG.2008.119;10.1109/VISUAL.1997.663875;10.1109/TVCG.2012.287;10.1109/TVCG.2010.213;10.1109/TVCG.2014.2346447;10.1109/TVCG.2010.146;10.1109/VISUAL.2002.1183774;10.1109/TVCG.2008.143;10.1109/TVCG.2009.119;10.1109/TVCG.2007.70601,singular fibers;fiber topology;mathematical visualization;design study
10.1109/TVCG.2015.2467962,Effectiveness of Structured Textures on Dynamically Changing Terrain-like Surfaces,SciVis,J,2015,Thomas Butkiewicz;Andrew H. Stevens,The Center for Coastal and Ocean Mapping;The Center for Coastal and Ocean Mapping,,structured textures;terrain;deformation;dynamic surfaces
10.1109/TVCG.2016.2598587,Screenit: Visual Analysis of Cellular Screens,InfoVis,J,2016,Kasper Dinkla;Hendrik Strobelt;Bryan Genest;Stephan Reiling;Mark Borowsky;Hanspeter Pfister,Harvard University;Harvard University;Novartis Institute of BioMedical Research;Novartis Institute of BioMedical Research;Novartis Institute of BioMedical Research;Harvard University,10.1109/VAST.2012.6400492;10.1109/TVCG.2014.2346752;10.1109/TVCG.2015.2466971;10.1109/TVCG.2011.253;10.1109/VAST.2010.5652443;10.1109/TVCG.2012.213;10.1109/TVCG.2014.2346578;10.1109/TVCG.2013.173;10.1109/VAST.2011.6102453;10.1109/TVCG.2014.2346482,high-content screening;visual analysis;feature selection;image classification;biology;multivariate;hierarchy
10.1109/TVCG.2016.2598790,Visualizing Shape Deformations with Variation of Geometric Spectrum,SciVis,J,2016,Jiaxi Hu;Hajar Hamidian;Zichun Zhong;Jing Hua,Wayne State University;Wayne State University;Wayne State University;Wayne State University,10.1109/TVCG.2009.159;10.1109/TVCG.2015.2467198;10.1109/TVCG.2011.171,geometry-based technique;spectral analysis;biomedical visualization
10.1109/TVCG.2016.2599043,A Versatile and Efficient GPU Data Structure for Spatial Indexing,SciVis,J,2016,Jens Schneider;Peter Rautek,Visual Computing Center(VCC)King Abdullah University of Science and Technology (KAUST);Visual Computing Center(VCC)King Abdullah University of Science and Technology (KAUST),10.1109/TVCG.2015.2467331,gpu-based data structures;binary index trees;sparse data
10.1109/TVCG.2016.2598796,GazeDx: Interactive Visual Analytics Framework for Comparative Gaze Analysis with Volumetric Medical Images,VAST,J,2016,Hyunjoo Song;Jeongjin Lee;Tae Jung Kim;Kyoung Ho Lee;Bo Hyoung Kim;Jinwook Seo,"Seoul National University;Soongsil University;Samsung Medical Center;Bundang Hospital, Seoul National University;Hankuk University of Foreign Studies;Seoul National University",10.1109/VAST.2011.6102435;10.1109/TVCG.2010.149,eye tracking;gaze visualization;gaze pattern comparison;volumetric medical images;context-embedded interactive scatterplot;interactive temporal chart
10.1109/TVCG.2016.2599378,VisMatchmaker: Cooperation of the User and the Computer in Centralized Matching Adjustment,VAST,J,2016,Po-Ming Law;Wenchao Wu;Yixian Zheng;Huamin Qu,Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology;Hong Kong University of Science and Technology,10.1109/INFVIS.2004.1;10.1109/TVCG.2006.122;10.1109/TVCG.2014.2346249;10.1109/TVCG.2014.2346441;10.1109/VAST.2011.6102453,centralized matching;matching visualization;interaction techniques;visual analytics
10.1109/TVCG.2017.2745086,Open vs. Closed Shapes: New Perceptual Categories?,InfoVis,J,2017,David Burlinson;Kalpathi R. Subramanian;Paula Goolkasian,"Department of Computer Science, The University of North Carolina, Charlotte;Department of Computer Science, The University of North Carolina, Charlotte;Department of Psychology, The University of North Carolina, Charlotte",10.1109/TVCG.2014.2346978;10.1109/TVCG.2013.183,scatterplot;visualization design;perceptual category;open shape;closed shape
10.1109/TVCG.2017.2743979,Screen-Space Normal Distribution Function Caching for Consistent Multi-Resolution Rendering of Large Particle Data,SciVis,J,2017,Mohamed Ibrahim;Patrick Wickenhauser;Peter Rautek;Guido Reina;Markus Hadwiger,"King Abdullah University of Science and Technology (KAUST), Saudi Arabia;Visualization Research Center (VISUS), University of Stuttgart, Germany;King Abdullah University of Science and Technology (KAUST), Saudi Arabia;Visualization Research Center (VISUS), University of Stuttgart, Germany;King Abdullah University of Science and Technology (KAUST), Saudi Arabia",10.1109/VISUAL.2004.103;10.1109/TVCG.2009.142;10.1109/VISUAL.2003.1250404;10.1109/TVCG.2014.2346324;10.1109/TVCG.2010.215;10.1109/TVCG.2016.2599041;10.1109/SciVis.2015.7429492,multiresolution techniques;point-based data;glyph-based techniques;scalability issues;molecular visualization
10.1109/TVCG.2017.2744299,Decision Graph Embedding for High-Resolution Manometry Diagnosis,SciVis,J,2017,Julian Kreiser;Alexander Hann;Eugen Zizer;Timo Ropinski,Visual Computing GroupUlm University;Department of Internal Medicine IUlm University;Department of Internal Medicine IUlm University;Visual Computing GroupUlm University,10.1109/INFVIS.2001.963292;10.1109/TVCG.2013.122;10.1109/INFVIS.2003.1249006,small multiples;manometry;chicago classification
10.1109/TVCG.2017.2744479,BASTet: Shareable and Reproducible Analysis and Visualization of Mass Spectrometry Imaging Data via OpenMSI,SciVis,J,2017,Oliver Rübel;Benjamin P. Bowen,Computational Research DivisionLawrence Berkeley National Laboratory (LBNL);Environmental Genomics & Systems Biology DivisionLBNL,10.1109/VISUAL.2005.1532788;10.1109/TVCG.2011.185;10.1109/TVCG.2015.2467091,mass spectrometry imaging;data provenance;visualization;data management;analysis workflows;data sharing
10.1109/VAST.2017.8585487,"The y of it Matters, Even for Storyline Visualization",VAST,C,2017,Dustin Arendt;Meg Pirrung,Pacific Northwest National Laboratory;Pacific Northwest National Laboratory,10.1109/VAST.2009.5332593;10.1109/TVCG.2014.2346433;10.1109/TVCG.2013.196;10.1109/TVCG.2013.221;10.1109/TVCG.2012.212;10.1109/TVCG.2015.2468151,storyline visualization;layout algorithms;interaction context;geospatial analysis;vast challenge
10.1109/VAST.2017.8585647,Visual Causality Analysis Made Practical,VAST,C,2017,Jun Wang;Klaus Mueller,"Visual Analytics and Imaging Lab, Stony Brook University;Visual Analytics and Imaging Lab, Stony Brook University",10.1109/TVCG.2015.2467931;10.1109/TVCG.2012.225;10.1109/TVCG.2013.200;10.1109/TVCG.2016.2598797;10.1109/TVCG.2016.2598919;10.1109/TVCG.2016.2598543;10.1109/TVCG.2015.2467691,visual knowledge discovery;causality;hypothesis testing;visual evidence;high-dimensional data
10.1109/TVCG.2018.2864912,Optimizing Color Assignment for Perception of Class Separability in Multiclass Scatterplots,InfoVis,J,2018,Yunhai Wang;Xin Chen;Tong Ge;Chen Bao;Michael Sedlmair;Chi-Wing Fu;Oliver Deussen;Baoquan Chen,"Shandong University;Shandong University;Shandong University;Shandong University;VISUS, University of Stuttgart, Germany;Chinese University, Hong Kong;Konstanz University, Germany;Peking University",10.1109/VISUAL.1995.480803;10.1109/TVCG.2016.2599214;10.1109/TVCG.2013.183;10.1109/TVCG.2016.2598918;10.1109/VISUAL.1996.568118;10.1109/TVCG.2017.2744184;10.1109/TVCG.2013.153;10.1109/TVCG.2015.2467471;10.1109/TVCG.2017.2744359;10.1109/VAST.2009.5332628;10.1109/TVCG.2008.118,color perception;visual design;scatterplots
10.1109/TVCG.2018.2865118,Shape-preserving Star Coordinates,InfoVis,J,2018,Vladimir Molchanov;Lars Linsen,"Westfälische Wilhelms-Universität Münster, Germany;Westfälische Wilhelms-Universität Münster, Germany",10.1109/TVCG.2010.209;10.1109/TVCG.2013.182;10.1109/TVCG.2015.2467132;10.1109/TVCG.2015.2467324;10.1109/TVCG.2014.2346258,star coordinates;multidimensional data projection;multivariate data visualization
10.1109/TVCG.2018.2865151,"Graphicle: Exploring Units, Networks, and Context in a Blended Visualization Approach",InfoVis,J,2018,Timothy Major;Rahul C. Basole,Georgia Institute of Technology;Georgia Institute of Technology,10.1109/TVCG.2012.252;10.1109/INFVIS.2005.1532126;10.1109/TVCG.2007.70539;10.1109/TVCG.2007.70582;10.1109/TVCG.2014.2346292;10.1109/TVCG.2013.227;10.1109/TVCG.2006.166;10.1109/TVCG.2014.2346441;10.1109/TVCG.2009.108;10.1109/INFVIS.2003.1249004;10.1109/TVCG.2010.205;10.1109/TVCG.2007.70589;10.1109/VAST.2009.5333880;10.1109/TVCG.2013.167,unit visualization;network visualization;context
10.1109/TVCG.2018.2865231,SmartCues: A Multitouch Query Approach for Details-on-Demand through Dynamically Computed Overlays,InfoVis,J,2018,Hariharan Subramonyam;Eytan Adar,School of InformationUniversity of Michigan;School of InformationUniversity of Michigan,10.1109/INFVIS.1995.528688;10.1109/INFVIS.2005.1532136;10.1109/TVCG.2013.124;10.1109/TVCG.2006.187;10.1109/VAST.2010.5652885;10.1109/TVCG.2013.119;10.1109/VAST.2012.6400487;10.1109/TVCG.2014.2346250;10.1109/TVCG.2012.229;10.1109/TVCG.2008.109;10.1109/TVCG.2012.204;10.1109/TVCG.2010.179;10.1109/TVCG.2017.2745958;10.1109/TVCG.2007.70515,graphical overlays;details-on-demand;graph comprehension
10.1109/TVCG.2018.2865266,Image-Based Aspect Ratio Selection,InfoVis,J,2018,Yunhai Wang;Zeyu Wang 0005;Chi-Wing Fu;Hansjörg Schmauder;Oliver Deussen;Daniel Weiskopf,"Shandong University;SIAT, Shenzhen VisuCA Key Lab, China;Chinese University of Hong Kong;VISUS, University of Stuttgart, Germany;Konstanz University, Germany;VISUS, University of Stuttgart, Germany",10.1109/TVCG.2008.119;10.1109/TVCG.2006.168;10.1109/TVCG.2013.187;10.1109/TVCG.2009.131;10.1109/TVCG.2010.146;10.1109/TVCG.2017.2744184;10.1109/TVCG.2006.168;10.1109/TVCG.2011.167;10.1109/TVCG.2012.196;10.1109/VAST.2009.5332628;10.1109/INFVIS.2005.1532142,aspect ratio;image-based method;federer's co-area formula;density field;anisotropic kernel density estimation
10.1109/TVCG.2018.2864768,Robust and Fast Extraction of 3D Symmetric Tensor Field Topology,SciVis,J,2018,Lawrence Roy;Prashant Kumar;Yue Zhang 0009;Eugene Zhang,Oregon State University;Oregon State University;Oregon State University;Oregon State University,10.1109/TVCG.2009.184;10.1109/VISUAL.1994.346326;10.1109/TVCG.2008.148;10.1109/VISUAL.2000.885716;10.1109/VISUAL.2004.105;10.1109/VISUAL.2005.1532841,tensor field visualization;3d symmetric tensor fields;tensor field topology;traceless tensors;degenerate curve extraction;neutral surface extraction
10.1109/TVCG.2018.2864806,Interactive 3D Visual Analysis of Atmospheric Fronts,SciVis,J,2018,Michael Kern;Tim Hewson;Andreas Schäfler;Rüdiger Westermann;Marc Rautenhaus,"Computer Graphics & Visualization Group, Technische Universität München, Garching, Germany;European Centre for Medium-Range Weather Forecasts, Reading, UK;Deutsches Zentrum für Luft- und Raumfahrt (DLR), Germany;Computer Graphics & Visualization Group, Technische Universität München, Garching, Germany;Computer Graphics & Visualization Group, Technische Universität München, Garching, Germany",10.1109/TVCG.2017.2743989;10.1109/TVCG.2007.70554,meteorology;atmospheric fronts;feature detection
10.1109/TVCG.2018.2864808,Exploring Time-Varying Multivariate Volume Data Using Matrix of Isosurface Similarity Maps,SciVis,J,2018,Jun Tao 0002;Martin Imre;Chaoli Wang 0001;Nitesh V. Chawla;Hanqi Guo 0001;Gokhan Sever;Seung Hyun Kim,University of Notre Dame;University of Notre Dame;University of Notre Dame;University of Notre Dame;Argonne National Laboratory;Argonne National Laboratory;The Ohio State University,10.1109/TVCG.2013.133;10.1109/TVCG.2012.284;10.1109/TVCG.2008.184;10.1109/TVCG.2011.246;10.1109/TVCG.2011.258;10.1109/TVCG.2008.116;10.1109/VISUAL.2005.1532857;10.1109/TVCG.2009.136;10.1109/TVCG.2015.2467431;10.1109/TVCG.2006.165;10.1109/TVCG.2013.213;10.1109/TVCG.2008.143;10.1109/VISUAL.1999.809910;10.1109/VISUAL.2005.1532792;10.1109/TVCG.2008.140;10.1109/TVCG.2006.164;10.1109/VISUAL.2003.1250402,time-varying multivariate data visualization;isosurface;similarity map;visual interface;path recommendation
10.1109/TVCG.2018.2864816,Interactive Visualization of 3D Histopathology in Native Resolution,SciVis,J,2018,Martin Falk;Anders Ynnerman;Darren Treanor;Claes Lundström,"Department of Science and Technology, Linköping University, Sweden;Department of Science and Technology, Linköping University, Sweden;Leeds Teaching Hospitals NHS Trust, United Kingdom;The Center for Medical Image Science and Visualization (CMIV), Linköping University, Sweden",10.1109/TVCG.2009.150;10.1109/VISUAL.2002.1183757;10.1109/TVCG.2012.240,histology;pathology;volume rendering;expert evaluation
10.1109/TVCG.2018.2864817,Visual Analysis of Spatia-temporal Relations of Pairwise Attributes in Unsteady Flow,SciVis,J,2018,Marzieh Berenjkoub;Rodolfo Ostilla Monico;Robert S. Laramee;Guoning Chen,University of Houston;University of Houston;Swansea University;University of Houston,10.1109/TVCG.2010.131;10.1109/VISUAL.2004.99;10.1109/TVCG.2010.198;10.1109/TVCG.2015.2467200;10.1109/TVCG.2009.200;10.1109/TVCG.2010.131;10.1109/TVCG.2013.133;10.1109/TVCG.2011.249,unsteady flow;correlation study;mutual information
10.1109/TVCG.2018.2864827,Hexahedral Mesh Structure Visualization and Evaluation,SciVis,J,2018,Kaoji Xu;Guoning Chen,University of Houston;University of Houston,,hexahedral mesh;base complex;sheet decomposition;complexity analysis
10.1109/TVCG.2018.2864839,Time-Dependent Flow seen through Approximate Observer Killing Fields,SciVis,J,2018,Markus Hadwiger;Matej Mlejnek;Thomas Theußl;Peter Rautek,"King Abdullah University of Science and Technology (KAUST), Visual Computing Center, Saudi Arabia;King Abdullah University of Science and Technology (KAUST), Visual Computing Center, Saudi Arabia;King Abdullah University of Science and Technology (KAUST), Core Labs, Saudi Arabia;King Abdullah University of Science and Technology (KAUST), Visual Computing Center, Saudi Arabia",10.1109/TVCG.2015.2467200;10.1109/VISUAL.1999.809896;10.1109/VISUAL.1997.663898;10.1109/TVCG.2008.163;10.1109/TVCG.2007.70545;10.1109/TVCG.2010.198;10.1109/TVCG.2007.70557,flow visualization;observer frames of reference;killing vector fields;infinitesimal isometries;lie derivatives;objectivity
10.1109/TVCG.2018.2864841,A Declarative Grammar of Flexible Volume Visualization Pipelines,SciVis,J,2018,Min Shih;Charles Rozhon;Kwan-Liu Ma,"University of California, Davis;University of California, Davis;University of California, Davis",10.1109/VISUAL.2005.1532788;10.1109/TVCG.2009.174;10.1109/TVCG.2011.185;10.1109/TVCG.2007.70555;10.1109/TVCG.2014.2346322;10.1109/TVCG.2009.189;10.1109/TVCG.2015.2467449;10.1109/VISUAL.1992.235219;10.1109/VISUAL.2004.95;10.1109/TVCG.2007.70534;10.1109/TVCG.2014.2346318;10.1109/TVCG.2016.2599030;10.1109/TVCG.2015.2467091;10.1109/SciVis.2015.7429514;10.1109/TVCG.2016.2599041,volume visualization;direct volume rendering;declarative specification;multivariate/multimodal volume data;animation
10.1109/TVCG.2018.2864845,DT-MRI Streamsurfaces Revisited,SciVis,J,2018,Michael Ankele;Thomas Schultz 0001,University of Bonn;University of Bonn,10.1109/TVCG.2007.70551;10.1109/VISUAL.1992.235211;10.1109/TVCG.2007.70554;10.1109/TVCG.2007.70602;10.1109/TVCG.2008.148,diffusion tensor mri;streamsurfaces;frobenius theorem;lie bracket
